Batch#,STPP_Dosing Time,STPP_QTY,SODAL 1_Dosing Time,SODAL 1_QTY,LABSA_Dosing Time,LABSA_QTY,Mixing-1,Colour_Dosing Time,Colour_QTY,Mixing-2,Frisis + Feldspar_Dosing Time,Frisis + Feldspar_QTY,Mixing-3,HA 20_Dosing Time,HA 20_QTY,Mixing-4,SODAL 2_Dosing Time,SODAL 2_QTY,Mixing-5,Phosphoric Acid_Dosing Time,Phosphoric Acid_QTY,Mixing-6,Sodium Silicate_Dosing Time,Sodium Silicate_QTY,Mixing-7,Perfume_Dosing Time,Perfume_QTY,Mixing-8,Total Mixing Time,IDLE Time before PV,Median_BatchPV
Batch-1050,36,170,149,720,88,461,240,73,15,58,33,345,180,28,80,134,208,639,142,775,265,335,22,65,32,53,2,31,1148,5018,34
Batch-1051,37,170,170,720,118,460,274,35,15,60,36,338,168,26,80,138,124,641,150,797,262,330,19,63,32,59,2,28,1148,822,28
Batch-1052,28,170,192,719,136,464,293,67,14,35,27,343,161,26,81,154,220,648,179,838,252,303,16,62,27,11,2,29,1148,5911,37
Batch-1053,22,170,133,720,92,460,295,23,15,18,26,341,177,28,81,141,146,650,141,774,261,305,18,69,27,4,2,30,1134,2699,29
Batch-1054,37,170,191,721,77,461,248,123,15,30,34,339,163,25,81,137,147,660,167,823,255,302,25,70,27,2,2,29,1103,5567,33
Batch-1055,26,170,142,720,77,467,284,75,15,55,26,338,176,27,80,120,181,637,143,841,257,316,17,64,29,19,2,29,1148,2117,29
Batch-1056,15,170,124,721,100,470,284,103,16,36,26,338,178,27,80,161,205,637,124,783,253,298,25,62,27,12,2,28,1136,4835,36
Batch-1057,32,170,129,720,120,463,270,21,15,58,41,344,158,25,81,144,129,638,156,819,260,328,24,65,33,57,2,30,1148,4953,32
Batch-1058,23,170,105,721,103,467,281,43,14,24,31,341,170,26,79,151,153,641,152,805,259,311,26,66,32,38,2,28,1148,3186,30
Batch-1059,31,170,158,719,93,464,262,79,16,31,29,335,161,27,80,135,157,659,175,792,243,313,17,63,32,63,2,31,1140,4335,30
Batch-1060,30,170,146,720,118,464,245,54,14,53,32,337,159,28,81,130,122,664,157,810,265,325,16,65,32,23,2,28,1129,3178,29
Batch-1061,38,170,103,721,126,465,253,38,15,39,30,340,175,26,80,130,179,647,149,776,265,315,24,60,27,35,2,30,1118,3262,30
Batch-1062,18,170,115,720,114,468,260,116,14,43,26,344,179,27,81,140,165,656,166,820,247,333,16,70,29,54,2,29,1148,2870,30
Batch-1063,15,170,183,721,132,460,273,118,16,25,35,336,162,28,79,147,108,664,154,806,243,313,17,69,31,25,2,28,1133,5459,35
Batch-1064,25,170,144,721,97,470,247,110,14,51,27,339,173,28,81,121,171,660,177,788,254,300,17,67,30,42,2,29,1128,2807,29
Batch-1065,35,170,132,721,125,466,282,54,16,33,31,336,155,29,79,163,165,653,127,818,265,325,15,67,28,55,2,31,1144,1587,28
Batch-1066,27,170,195,721,107,469,264,50,16,56,29,345,154,27,80,162,201,662,141,805,244,308,24,60,28,15,2,30,1143,3938,29
Batch-1067,23,170,159,721,96,468,288,59,15,24,35,339,166,29,81,136,202,646,168,778,252,337,22,60,28,26,2,28,1148,4224,31
Batch-1068,21,170,142,719,90,460,296,105,16,54,37,340,181,26,80,133,133,649,175,758,265,297,16,60,30,13,2,30,1148,3022,30
Batch-1069,32,170,119,719,85,463,275,29,14,48,38,345,168,29,80,146,136,641,131,782,257,330,25,62,30,32,2,29,1148,5487,36
Batch-1070,20,170,185,721,109,461,269,71,16,55,35,345,168,27,79,147,127,649,179,854,261,328,19,62,31,62,2,28,1148,5838,36
Batch-1071,17,170,162,720,134,460,239,37,15,49,31,340,164,28,80,121,161,637,181,831,246,308,18,65,29,8,2,28,1119,5302,34
Batch-1072,32,170,200,721,133,466,284,7,14,56,32,342,158,27,79,147,206,648,156,757,255,307,21,65,30,22,2,28,1148,2019,28
Batch-1073,19,170,152,721,116,469,258,6,14,32,27,342,166,28,79,154,117,644,163,836,255,324,20,67,27,7,2,31,1148,5107,33
Batch-1074,23,170,163,720,118,462,299,96,14,12,32,337,160,27,80,156,189,657,170,841,244,334,22,69,30,59,2,31,1148,3511,30
Batch-1075,27,170,195,721,95,468,299,83,16,55,26,343,159,25,79,121,124,639,133,807,262,318,16,66,30,42,2,29,1144,2722,29
Batch-1076,23,170,183,720,128,467,284,54,14,59,30,338,159,28,79,140,101,655,159,809,250,301,25,62,30,62,2,28,1148,3526,30
Batch-1077,35,170,161,720,77,460,300,91,15,11,31,341,157,28,80,158,164,639,152,819,249,317,17,65,29,51,2,28,1148,5238,31
Batch-1078,21,170,128,721,100,468,268,22,15,28,35,336,181,27,80,126,157,661,152,768,256,312,23,66,32,60,2,31,1130,1869,28
Batch-1079,23,170,117,720,98,461,294,115,16,46,28,343,158,29,81,147,107,649,130,764,245,337,24,62,31,48,2,30,1148,5014,30
Batch-1080,25,170,127,720,121,463,300,52,15,30,27,338,173,25,79,164,134,637,143,816,260,295,18,61,29,24,2,31,1148,5262,32
Batch-1081,37,170,123,721,116,466,257,91,14,56,39,337,163,25,81,163,192,659,133,852,249,336,23,70,33,32,2,31,1148,4561,30
Batch-1082,29,170,143,719,127,463,260,33,15,19,31,338,167,27,79,162,183,654,127,805,261,310,15,68,31,37,2,29,1105,2525,28
Batch-1083,38,170,139,719,96,465,288,106,16,20,37,338,159,28,81,140,110,645,170,839,260,309,17,65,27,46,2,30,1143,4306,34
Batch-1084,27,170,182,719,85,470,256,77,14,24,33,337,166,26,81,122,113,656,167,797,259,314,25,65,28,22,2,30,1107,962,28
Batch-1085,32,170,186,719,115,461,257,12,15,46,30,340,158,29,81,132,219,648,170,841,261,297,15,69,32,15,2,28,1120,1898,29
Batch-1086,26,170,137,721,100,467,283,91,15,46,37,338,163,29,79,162,171,659,123,798,248,295,20,69,30,17,2,31,1133,4294,30
Batch-1087,25,170,180,720,135,463,258,71,15,58,31,336,156,26,80,139,179,647,179,809,254,311,25,67,30,59,2,28,1148,2544,29
Batch-1088,32,170,154,720,122,460,239,93,16,30,40,345,169,26,79,163,208,635,160,816,262,303,21,63,28,60,2,30,1122,1949,28
Batch-1089,25,170,165,719,105,462,300,107,15,58,26,342,164,28,81,124,130,662,131,796,246,335,26,68,27,57,2,30,1148,3611,30
Batch-1090,21,170,149,720,86,462,263,9,15,58,35,344,160,26,79,126,112,644,148,837,247,322,26,67,31,49,2,30,1138,3805,30
Batch-1091,15,170,137,719,124,469,282,31,14,33,33,336,159,29,79,132,192,646,175,791,254,313,25,61,33,21,2,29,1148,936,28
Batch-1092,18,170,159,720,117,465,244,117,16,37,41,339,161,26,80,151,142,638,131,790,246,297,23,66,28,12,2,31,1080,1950,27
Batch-1093,26,170,148,721,115,463,277,70,14,45,34,341,165,28,80,160,142,648,172,771,253,315,22,62,27,34,2,29,1148,4952,34
Batch-1094,15,170,191,720,92,463,288,36,15,15,26,336,177,25,79,137,115,640,128,782,263,337,18,66,30,25,2,31,1143,3207,30
Batch-1095,39,170,150,721,87,465,297,111,16,23,34,344,162,27,79,140,107,643,173,852,253,314,16,66,28,47,2,30,1148,986,28
Batch-1096,37,170,116,720,120,470,238,124,15,7,37,344,159,26,80,132,104,662,122,854,256,307,22,67,30,61,2,28,1023,4059,29
Batch-1097,26,170,171,719,79,463,284,124,16,21,37,338,160,27,79,148,175,636,125,830,248,323,26,69,32,26,2,30,1123,5365,31
Batch-1098,29,170,144,719,97,467,246,86,16,15,31,344,173,27,80,160,148,649,160,758,255,329,17,68,27,41,2,29,1139,4351,30
Batch-1099,24,170,127,720,122,461,255,92,16,45,28,341,168,26,80,148,220,636,165,776,253,308,24,68,33,35,2,30,1148,1391,28
Batch-1100,33,170,192,719,91,467,277,8,14,60,37,340,169,27,80,151,146,650,162,828,257,321,23,70,33,15,2,31,1148,5208,35
Batch-1101,23,170,186,721,90,460,255,7,15,11,40,341,180,27,80,150,120,647,154,773,255,308,19,67,27,31,2,28,1113,990,27
Batch-1102,27,170,134,719,126,469,243,47,16,25,28,343,173,27,81,161,200,659,134,788,243,334,22,66,28,58,2,28,1126,2694,28
Batch-1103,34,170,122,719,106,460,296,114,14,35,35,344,174,29,81,145,147,653,177,765,259,306,15,70,32,7,2,31,1148,3801,34
Batch-1104,17,170,184,719,85,469,271,98,15,57,32,341,175,29,81,129,143,639,168,764,253,302,22,60,30,3,2,29,1148,2035,29
Batch-1105,19,170,155,720,93,464,240,22,15,27,38,336,179,25,79,164,132,664,137,772,262,299,22,70,30,39,2,29,1105,3758,29
Batch-1106,33,170,165,720,110,470,280,86,16,36,38,340,179,29,80,137,182,644,160,786,248,318,26,61,28,46,2,29,1148,4556,32
Batch-1107,37,170,114,721,106,464,269,39,15,59,30,345,175,29,81,122,160,644,130,804,262,296,20,64,30,41,2,30,1111,1783,28
Batch-1108,17,170,188,719,89,463,262,64,16,56,31,341,167,25,81,121,121,646,121,834,246,294,25,62,33,40,2,29,1083,3565,29
Batch-1109,35,170,170,721,114,462,290,110,14,31,37,341,181,26,81,136,147,645,145,756,255,312,19,63,29,25,2,29,1148,1215,28
Batch-1110,16,170,183,721,127,461,295,84,14,46,26,339,170,25,79,162,121,638,121,763,254,306,24,61,30,27,2,31,1148,744,27
Batch-1111,32,170,187,719,76,469,236,85,15,4,37,337,160,26,81,149,179,663,125,826,248,309,15,65,31,4,2,31,1045,3044,28
Batch-1112,18,170,120,721,87,465,268,118,16,41,33,345,166,26,80,162,172,645,123,776,250,309,22,61,29,46,2,30,1128,5823,34
Batch-1113,39,170,135,721,106,461,259,37,15,45,31,340,156,26,80,145,176,658,121,830,257,309,17,68,29,11,2,30,1094,5427,33
Batch-1114,15,170,121,721,87,460,264,21,15,59,31,340,174,27,80,151,177,656,157,826,261,297,18,66,29,61,2,29,1148,2490,29
Batch-1115,33,170,142,719,77,465,278,93,16,7,27,335,173,29,80,132,221,656,143,757,248,303,20,69,29,40,2,30,1095,3581,29
Batch-1116,23,170,182,720,78,466,281,104,16,32,31,342,170,29,80,128,175,635,139,790,255,306,25,70,30,16,2,29,1115,5963,33
Batch-1117,34,170,129,721,112,460,287,16,16,44,37,337,154,29,79,153,201,656,148,761,253,297,20,64,28,9,2,31,1142,3551,29
Batch-1118,33,170,145,720,87,460,245,16,14,21,39,338,178,29,79,139,191,639,178,851,249,313,22,70,29,58,2,28,1131,713,28
Batch-1119,30,170,114,720,80,467,290,9,14,21,41,343,162,26,79,156,196,658,155,834,245,329,15,62,27,21,2,31,1148,2111,29
Batch-1120,35,170,165,721,101,468,298,49,15,41,35,340,176,28,79,157,121,644,172,770,264,301,18,62,27,56,2,29,1148,4767,37
Batch-1121,16,170,117,720,82,469,235,109,14,14,28,344,161,27,80,164,112,646,180,764,264,328,18,67,33,35,2,28,1143,5817,35
Batch-1122,34,170,108,719,115,469,281,88,16,15,26,335,167,26,79,126,210,646,153,811,247,314,17,68,31,6,2,30,1117,5607,34
Batch-1123,30,170,197,720,111,463,247,30,14,16,29,335,157,27,81,154,176,641,155,782,244,337,15,66,33,31,2,29,1128,4125,30
Batch-1124,29,170,147,720,108,465,257,4,15,5,41,341,172,25,80,133,170,638,172,787,256,335,25,68,28,3,2,28,1130,1935,29
Batch-1125,32,170,183,720,89,469,247,53,15,35,35,340,160,29,80,155,108,636,145,777,264,331,21,70,29,17,2,31,1133,3274,29
Batch-1126,36,170,129,721,108,465,290,33,14,27,40,336,176,28,79,132,118,641,165,776,251,326,17,70,33,42,2,29,1148,5904,33
Batch-1127,16,170,187,720,120,468,236,5,15,13,38,343,164,25,80,162,214,663,151,821,251,329,19,69,29,55,2,30,1114,3766,30
Batch-1128,20,170,150,719,118,462,293,77,15,51,30,336,167,27,79,161,152,657,141,802,243,321,26,61,30,27,2,28,1148,3724,30
Batch-1129,16,170,157,721,83,462,238,8,16,41,38,337,172,26,81,151,117,654,135,778,252,333,17,65,30,23,2,28,1128,5585,32
Batch-1130,18,170,120,721,114,468,300,104,14,10,39,338,176,29,80,127,177,641,174,786,263,310,22,62,29,50,2,29,1148,4978,34
Batch-1131,19,170,108,719,87,470,268,40,16,9,31,344,154,29,81,142,158,651,134,817,244,337,25,66,27,28,2,30,1101,3659,29
Batch-1132,33,170,198,720,120,469,264,4,16,61,36,337,158,28,81,161,213,640,124,771,259,297,16,68,33,15,2,29,1127,5984,36
Batch-1133,39,170,196,719,120,461,257,12,15,50,33,343,178,28,81,159,108,645,178,776,251,324,20,62,31,38,2,28,1148,2426,29
Batch-1134,22,170,174,721,128,464,270,121,16,4,35,339,170,28,79,159,220,662,124,779,255,325,25,70,27,24,2,29,1108,4378,30
Batch-1135,17,170,143,720,88,463,235,94,15,28,29,335,156,28,79,139,162,635,134,802,252,300,19,67,33,48,2,29,1054,1580,27
Batch-1136,27,170,104,720,123,463,278,85,16,35,28,341,181,26,79,152,102,641,172,759,245,298,22,65,33,30,2,31,1148,983,28
Batch-1137,23,170,136,720,82,460,234,78,16,6,29,345,157,26,80,141,125,660,176,849,247,335,17,60,29,47,2,29,1107,984,27
Batch-1138,16,170,116,719,100,470,249,29,16,57,38,342,181,25,79,133,152,647,148,788,245,298,23,70,30,32,2,29,1125,3783,30
Batch-1139,19,170,137,721,102,463,280,6,16,17,34,338,165,25,79,152,219,640,141,769,249,302,19,70,30,59,2,29,1116,5721,33
Batch-1140,32,170,193,721,106,462,288,110,16,45,29,339,155,29,80,153,154,636,140,853,254,299,15,64,27,63,2,28,1135,4851,31
Batch-1141,27,170,169,719,126,468,286,89,16,15,37,344,164,25,80,130,175,640,124,792,260,293,18,62,28,18,2,30,1070,3837,29
Batch-1142,30,170,136,719,124,465,292,102,15,49,29,338,156,27,81,159,197,637,174,790,262,305,18,62,33,14,2,28,1148,4894,33
Batch-1143,17,170,169,720,121,464,266,82,15,46,39,336,167,26,81,148,116,645,144,760,258,297,20,62,28,44,2,29,1125,5136,32
Batch-1144,36,170,110,720,89,461,249,101,15,7,30,343,156,25,80,161,140,657,155,778,243,298,19,64,31,40,2,28,1085,4085,29
Batch-1145,22,170,130,721,87,468,262,8,15,41,32,336,171,28,81,159,210,651,141,766,244,326,25,69,29,2,2,29,1148,1920,28
Batch-1146,33,170,151,719,112,462,271,6,15,46,29,344,169,28,81,121,191,647,161,856,258,317,21,65,27,36,2,28,1140,5467,35
Batch-1147,34,170,171,721,124,465,277,111,16,58,27,339,174,29,81,163,168,661,144,762,265,307,21,62,30,39,2,28,1148,5011,33
Batch-1148,25,170,161,721,86,466,277,84,16,55,37,344,159,26,80,127,113,657,178,819,264,294,15,67,33,46,2,30,1148,2265,29
Batch-1149,19,170,168,721,90,465,258,75,15,26,40,338,169,25,80,152,120,642,163,838,248,301,24,62,31,36,2,29,1129,2860,29
Batch-1150,37,170,144,719,128,469,271,54,14,61,39,344,157,25,79,138,136,646,145,779,264,296,19,70,32,64,2,29,1129,3039,29
Batch-1151,24,170,144,720,97,465,258,52,14,50,36,336,154,25,79,136,195,646,146,808,251,329,20,67,28,38,2,28,1129,1790,28
Batch-1152,26,170,184,720,88,460,295,53,14,25,34,341,161,27,80,153,164,635,163,832,252,293,24,66,30,24,2,29,1148,1430,28
Batch-1153,25,170,134,720,123,469,251,10,16,5,29,343,175,28,81,130,102,652,180,773,260,320,17,60,33,21,2,29,1123,5700,37
Batch-1154,21,170,192,719,136,470,282,64,15,7,37,344,163,25,79,151,178,653,161,818,245,322,19,65,31,42,2,31,1148,5874,34
Batch-1155,38,170,120,720,76,463,288,14,15,41,39,339,179,29,79,121,181,652,145,852,259,315,15,69,29,9,2,28,1146,886,28
Batch-1156,21,170,179,721,87,466,238,63,15,19,33,335,154,26,79,125,222,636,162,819,255,300,23,66,33,29,2,28,1059,2034,28
Batch-1157,29,170,139,721,119,462,244,50,14,54,37,335,179,28,80,126,133,644,131,811,253,320,23,66,33,36,2,28,1115,3789,29
Batch-1158,28,170,135,719,122,468,297,66,16,26,40,337,177,25,79,133,117,658,129,801,258,319,20,62,28,33,2,29,1138,1001,28
Batch-1159,25,170,159,719,107,463,238,90,14,8,35,335,172,28,80,156,196,649,168,795,250,331,18,63,27,59,2,28,1128,3676,30
Batch-1160,37,170,198,720,107,460,257,70,14,56,41,343,153,27,79,122,189,656,170,776,244,314,21,69,29,29,2,29,1130,4639,30
Batch-1161,22,170,142,719,123,468,274,8,16,31,37,336,162,26,80,151,104,659,172,840,243,330,15,64,32,57,2,28,1148,4004,33
Batch-1162,18,170,142,720,90,464,254,36,14,24,37,339,156,25,81,120,150,640,153,808,265,331,15,67,29,17,2,29,1096,2894,29
Batch-1163,18,170,105,719,101,468,255,111,16,11,37,338,178,26,81,142,194,638,128,800,247,299,15,69,30,9,2,28,1071,4062,29
Batch-1164,16,170,169,721,116,469,252,52,15,50,35,338,165,25,80,129,121,660,128,801,247,326,18,60,29,31,2,28,1107,2780,28
Batch-1165,30,170,107,720,121,467,249,24,16,51,37,339,164,28,81,156,204,642,164,841,245,326,16,63,31,21,2,30,1148,1653,28
Batch-1166,38,170,133,720,86,469,255,42,16,35,38,337,158,26,81,146,113,651,149,788,264,327,21,67,28,11,2,29,1127,4280,30
Batch-1167,28,170,187,719,85,467,263,47,14,6,40,340,179,27,80,147,104,639,122,762,252,329,15,66,31,8,2,28,1105,5415,32
Batch-1168,18,170,131,720,81,466,249,38,14,40,32,341,172,25,79,127,107,639,161,781,256,304,15,68,33,57,2,31,1117,1896,28
Batch-1169,32,170,112,720,136,467,258,97,16,16,36,341,177,27,79,131,129,647,146,788,248,327,25,69,27,11,2,29,1111,4314,30
Batch-1170,17,170,151,719,102,468,249,76,16,9,40,335,155,26,81,144,120,646,144,768,253,298,26,67,32,39,2,29,1060,4586,30
Batch-1171,18,170,171,719,101,461,273,18,16,51,31,336,159,27,81,138,208,647,136,770,264,310,25,70,29,50,2,28,1124,3244,29
Batch-1172,26,170,128,719,109,461,272,98,14,35,35,344,171,25,79,123,218,661,146,811,257,294,17,68,32,16,2,29,1102,2278,28
Batch-1173,34,170,109,719,111,469,234,122,16,8,40,335,167,25,81,141,115,642,153,801,256,319,19,70,27,30,2,29,1078,3204,29
Batch-1174,30,170,119,719,110,468,283,25,14,26,33,336,172,28,81,129,148,645,154,817,246,317,16,61,30,56,2,31,1142,4991,32
Batch-1175,37,170,112,720,88,464,292,45,15,13,33,335,178,26,80,150,201,657,138,810,257,295,18,62,30,40,2,30,1126,1138,28
Batch-1176,32,170,148,719,104,467,252,68,14,19,36,345,171,29,81,159,175,649,141,776,256,314,18,64,30,6,2,31,1117,4202,30
Batch-1177,24,170,134,721,89,463,278,15,14,22,33,338,178,29,79,158,220,656,147,856,248,303,22,61,32,15,2,28,1146,1974,29
Batch-1178,29,170,105,719,89,466,269,120,16,26,32,345,169,27,81,127,184,651,124,788,244,316,16,65,32,45,2,31,1094,4062,29
Batch-1179,39,170,183,721,86,460,269,111,15,25,40,336,179,27,80,137,205,649,139,785,250,320,26,70,29,57,2,31,1129,2202,28
Batch-1180,22,170,159,720,97,469,285,67,16,44,29,341,164,29,79,121,183,647,169,848,255,313,26,64,29,64,2,31,1148,2216,29
Batch-1181,23,170,188,719,99,465,260,109,15,10,28,339,154,28,80,144,197,656,167,817,251,294,26,69,32,57,2,31,1092,3670,30
Batch-1182,17,170,159,720,86,469,243,18,15,25,41,340,163,26,81,152,114,653,126,847,252,305,25,61,30,43,2,28,1072,2670,28
Batch-1183,30,170,147,720,78,465,246,80,14,13,27,337,157,29,81,148,150,639,162,830,257,312,17,68,29,22,2,30,1097,4371,30
Batch-1184,28,170,155,721,118,469,282,107,15,46,30,343,181,26,80,140,121,639,145,769,245,300,25,63,33,29,2,28,1148,4144,30
Batch-1185,25,170,198,721,78,464,243,118,15,37,40,337,169,26,80,127,115,637,176,849,257,337,25,70,33,33,2,30,1148,4003,32
Batch-1186,34,170,135,720,117,467,287,19,15,30,34,339,166,25,79,138,180,653,138,790,249,306,26,60,27,61,2,29,1121,5732,35
Batch-1187,24,170,159,721,119,470,291,43,16,4,30,342,179,26,81,133,215,660,165,778,262,329,17,69,30,3,2,30,1148,3348,36
Batch-1188,23,170,186,721,92,469,277,105,16,4,30,339,168,27,79,125,128,641,172,786,245,314,16,64,30,61,2,31,1121,2801,29
Batch-1189,35,170,109,721,85,463,273,99,14,53,38,340,162,25,80,128,208,657,156,828,248,316,16,70,27,54,2,30,1145,2059,28
Batch-1190,33,170,109,720,89,460,247,64,16,59,35,335,175,29,80,142,131,642,170,832,244,298,15,70,29,3,2,29,1148,4348,35
Batch-1191,37,170,158,719,112,468,299,44,15,4,27,341,163,27,79,157,143,647,127,758,243,315,23,65,31,44,2,29,1125,4257,30
Batch-1192,36,170,151,720,128,467,297,12,16,23,31,335,170,27,80,160,184,637,178,850,247,326,20,68,30,13,2,29,1148,2588,30
Batch-1193,29,170,106,719,111,469,296,65,15,54,31,343,153,27,80,137,172,650,167,851,253,330,19,60,32,55,2,29,1148,1288,28
Batch-1194,33,170,135,721,106,460,286,105,15,60,40,337,171,29,80,144,215,650,144,765,243,311,16,65,30,47,2,28,1148,5344,32
Batch-1195,19,170,170,721,98,470,258,98,16,22,40,339,160,29,81,163,149,650,141,759,246,293,20,64,33,53,2,29,1099,2960,28
Batch-1196,25,170,132,719,124,462,276,115,15,49,26,345,179,28,79,163,168,645,160,846,245,304,18,66,30,57,2,28,1148,3600,30
Batch-1197,33,170,115,719,106,466,268,94,15,56,40,339,172,27,80,143,190,662,140,823,250,330,22,69,28,9,2,28,1148,5254,33
Batch-1198,32,170,131,721,112,469,238,115,16,28,27,340,171,26,80,133,117,649,168,857,251,296,25,68,28,2,2,31,1093,1114,28
Batch-1199,30,170,140,720,99,465,280,24,15,55,41,337,157,25,81,163,122,646,128,841,245,294,22,70,27,38,2,28,1132,1350,27
Batch-1200,39,170,196,720,135,461,271,102,14,15,36,343,162,25,80,140,126,646,152,837,247,319,24,62,28,19,2,31,1118,5421,32
Batch-1201,30,170,103,720,81,466,289,77,14,9,41,340,158,27,79,129,102,639,127,820,265,319,18,65,27,19,2,30,1088,3541,30
Batch-1202,32,170,123,721,84,461,294,58,15,60,41,340,181,25,81,141,166,650,142,840,246,307,24,60,28,48,2,31,1148,4691,36
Batch-1203,17,170,104,721,121,469,259,105,16,12,41,345,167,25,79,154,207,659,150,766,258,302,24,62,30,5,2,29,1103,4407,30
Batch-1204,23,170,197,721,99,461,251,76,14,40,34,342,168,28,81,149,101,647,157,775,257,311,19,67,32,29,2,30,1138,1267,28
Batch-1205,27,170,123,720,122,464,237,75,16,55,31,344,170,29,81,126,185,654,155,852,247,296,25,62,32,16,2,29,1100,2255,28
Batch-1206,17,170,138,720,121,461,236,52,15,8,38,343,154,25,79,154,160,656,138,811,250,310,26,67,32,48,2,30,1062,5153,30
Batch-1207,39,170,181,719,89,460,289,47,16,55,35,341,167,28,81,149,138,647,134,836,243,336,20,70,30,10,2,30,1148,2852,29
Batch-1208,26,170,199,721,98,469,267,40,16,47,26,340,159,26,80,135,192,656,149,763,258,337,19,70,29,9,2,28,1148,896,27
Batch-1209,36,170,165,719,79,460,266,24,15,4,32,339,157,27,80,127,196,653,164,810,254,321,23,65,28,26,2,31,1098,1993,28
Batch-1210,16,170,190,721,124,464,237,81,15,43,35,345,156,26,81,148,131,642,150,762,265,322,19,67,32,63,2,28,1116,5789,31
Batch-1211,28,170,147,719,91,462,292,13,16,32,31,336,158,29,79,160,161,664,129,838,247,301,19,69,32,56,2,31,1135,5811,34
Batch-1212,34,170,164,720,133,464,241,56,16,52,28,341,161,28,81,121,112,637,145,828,260,318,23,66,29,35,2,29,1096,1600,28
Batch-1213,24,170,114,720,101,469,286,15,16,10,34,340,161,28,80,128,187,643,165,759,252,311,26,62,33,29,2,30,1124,2018,28
Batch-1214,24,170,136,719,125,460,259,52,15,10,30,335,180,27,80,131,203,653,140,807,260,325,24,60,28,56,2,30,1103,1280,28
Batch-1215,38,170,200,720,91,460,256,33,16,9,37,338,163,25,81,128,149,646,180,816,254,329,26,62,31,15,2,28,1124,5180,36
Batch-1216,37,170,155,719,77,468,259,15,14,8,38,344,162,25,81,121,175,657,163,840,252,294,15,63,28,29,2,28,1063,2011,28
Batch-1217,18,170,136,720,90,468,291,108,16,32,26,344,160,29,81,161,153,654,181,797,264,302,20,62,33,17,2,30,1148,4053,34
Batch-1218,34,170,179,720,115,467,247,5,15,6,41,338,180,25,80,142,102,653,171,857,247,296,25,62,28,42,2,28,1098,1425,28
Batch-1219,35,170,139,721,126,468,283,120,16,47,29,345,173,26,79,145,218,643,174,790,260,307,23,67,29,50,2,28,1148,1770,29
Batch-1220,15,170,163,719,99,461,279,7,15,43,39,339,172,26,80,125,201,647,170,779,245,334,20,65,32,24,2,30,1148,2108,29
Batch-1221,30,170,182,720,117,466,262,60,14,18,39,344,164,28,79,151,145,654,127,802,261,331,17,67,31,8,2,28,1112,3506,29
Batch-1222,28,170,178,720,131,466,258,84,14,11,26,340,171,29,81,136,203,652,158,835,264,326,24,65,33,47,2,31,1124,2530,29
Batch-1223,20,170,158,721,136,468,299,58,14,53,30,345,174,26,79,139,182,647,175,844,247,321,23,65,31,34,2,28,1148,3066,30
Batch-1224,28,170,165,720,106,461,244,59,14,37,41,340,165,27,80,142,188,649,125,853,254,307,17,69,33,55,2,29,1082,5909,34
